,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,Attrition,EducationField_Human_Resources,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,DailyRate,MonthlyIncome
406,30,7,1,4,3,8,2,0,14,0,4,3,3,2,0,0,0,1,0,0,0,0,0,1,1,0,-0.565028902,-0.417855386
407,35,16,3,4,3,7,3,4,12,0,10,3,8,7,0,0,1,0,0,0,0,0,1,0,0,1,0.682080925,0.725528775
408,31,20,3,1,3,7,3,3,12,0,12,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,-0.39017341,1.264633546
409,34,23,3,2,3,5,1,9,15,3,11,3,3,2,1,1,0,0,0,0,0,1,0,0,0,1,0.265895954,1.295622233
410,42,5,2,2,3,9,3,4,17,1,8,3,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0.968208092,-0.636743728
411,36,10,4,2,3,2,4,1,14,0,10,2,10,3,0,0,0,0,1,0,0,0,0,1,1,0,-0.244219653,1.303000492
412,22,4,1,3,2,9,3,5,16,0,4,3,2,2,1,0,0,0,0,0,1,0,0,1,1,0,0.815028902,-0.193802263
413,48,2,5,2,3,2,4,2,14,1,14,3,9,7,0,0,0,1,0,0,0,0,1,0,1,0,-0.926300578,-0.155189375
414,55,18,5,1,3,1,2,3,23,0,37,3,10,9,0,0,1,0,0,0,0,0,0,1,1,0,0.452312139,2.988932612
415,41,10,2,4,3,2,4,7,14,0,16,3,14,3,0,0,1,0,0,0,0,0,0,1,1,0,-0.776011561,0.380718151
416,35,1,3,2,3,2,3,9,11,0,15,3,11,9,0,0,0,1,0,0,0,0,1,0,1,0,-0.26734104,0.008607969
417,40,6,3,2,3,6,3,7,15,0,22,3,20,6,0,0,1,0,0,0,0,0,0,1,1,0,-0.725433526,2.104033448
418,39,8,1,3,3,9,3,1,11,1,8,3,8,3,0,0,1,0,0,0,0,0,1,0,1,0,-0.521676301,-0.227988195
419,31,2,1,2,3,2,4,4,13,0,10,4,6,5,0,0,1,0,0,0,0,0,0,1,0,1,0.034682081,0.46728972
420,42,24,3,4,3,6,1,1,21,1,10,2,10,9,0,0,0,0,1,0,0,0,1,0,0,1,-0.700867052,0.669945893
421,45,2,3,4,3,2,2,0,19,1,9,4,8,7,0,0,0,0,0,1,0,0,1,0,1,0,-0.351156069,0.030250861
422,26,17,4,2,3,5,3,0,11,1,8,2,7,7,1,0,1,0,0,0,0,1,0,0,0,1,-0.546242775,-0.47737334
423,29,19,3,4,3,6,4,4,12,2,8,4,3,2,0,0,0,0,0,0,1,1,0,0,1,0,-0.826589595,-0.103295622
424,33,1,5,1,4,3,3,4,19,1,10,3,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0.170520231,2.828824397
425,31,7,3,3,2,1,4,9,21,1,10,2,5,4,0,0,1,0,0,0,0,1,0,0,1,0,-0.167630058,1.690850959
426,18,5,3,2,3,8,2,1,14,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0.725433526,-0.689621249
427,40,28,3,3,1,2,1,3,15,1,20,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0.419075145,1.537137236
428,41,2,4,1,2,7,3,2,17,0,10,3,8,7,0,0,0,0,0,1,0,0,0,1,0,1,-0.426300578,0.523610428
429,26,29,2,1,3,2,3,5,12,2,8,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.041907514,-0.092474176
430,35,1,3,1,3,2,3,1,16,0,5,3,5,4,0,0,0,0,1,0,0,0,0,1,1,0,-0.880057803,0.043531727
431,34,21,4,4,4,2,4,1,12,0,10,3,10,7,0,0,1,0,0,0,0,0,0,1,1,0,-0.789017341,0.161091982
432,26,24,3,3,1,9,4,1,18,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.481213873,-0.575996065
433,37,1,3,2,3,6,4,4,17,0,12,4,6,5,0,0,0,0,0,0,1,0,0,1,1,0,-0.007225434,0.690850959
434,46,18,1,1,3,7,3,5,11,0,28,2,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0.332369942,1.437530743
435,41,2,5,2,3,1,1,7,16,1,22,3,18,16,0,0,1,0,0,0,0,0,1,0,1,0,0.682080925,2.929906542
436,37,9,4,1,3,2,2,1,13,1,9,3,9,5,0,0,0,0,1,0,0,1,0,0,1,0,-0.956647399,1.021151008
437,52,6,2,4,3,4,1,3,12,2,18,3,10,9,0,0,0,0,0,0,1,1,0,0,0,1,0.219653179,0.220118052
438,32,11,4,4,4,2,3,8,12,0,6,3,4,2,1,0,0,0,0,1,0,0,1,0,1,0,0.968208092,0.006148549
439,24,24,3,4,3,8,4,0,13,2,3,3,2,2,0,0,0,0,1,0,0,0,1,0,1,0,-0.388728324,-0.561239547
440,38,10,3,3,3,7,3,3,19,1,18,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.998554913,1.264633546
441,37,1,4,2,3,6,2,6,12,1,8,2,6,5,0,0,1,0,0,0,0,0,1,0,1,0,-0.51734104,0.434087555
442,24,23,3,2,4,4,4,1,11,2,6,3,6,5,0,0,0,0,1,0,0,0,1,0,0,1,-0.163294798,-0.481308411
443,26,28,2,1,3,2,2,1,20,2,6,4,5,3,0,0,0,1,0,0,0,0,1,0,1,0,-0.145953757,0.391047713
444,24,17,2,4,2,9,2,1,21,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0.027456647,-0.628381702
445,25,13,1,2,3,8,3,1,11,0,7,3,7,4,0,0,0,0,1,0,0,0,1,0,1,0,-0.26300578,-0.636005903
446,24,7,3,1,3,9,3,1,16,1,6,3,6,3,1,0,1,0,0,0,0,0,1,0,0,1,0.697976879,-0.441711756
447,30,12,4,2,2,8,1,1,18,1,1,4,1,0,1,0,1,0,0,0,0,0,1,0,1,0,-0.514450867,-0.651500246
448,34,1,2,2,2,4,4,1,13,1,6,3,6,5,0,0,1,0,0,0,0,0,1,0,0,1,-0.794797688,-0.260698475
449,31,13,4,2,3,2,1,2,17,0,9,1,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0.810693642,-0.110427939
450,35,25,2,1,2,9,4,4,14,0,9,3,3,2,0,0,0,0,0,1,0,0,0,1,1,0,-0.384393064,-0.2461879
451,31,6,4,1,4,2,4,4,22,2,13,4,7,7,0,0,0,0,1,0,0,1,0,0,1,0,-0.403179191,0.191342843
452,27,6,4,1,2,4,3,0,12,2,6,2,5,3,0,0,0,0,1,0,0,1,0,0,1,0,-0.00867052,-0.613625184
453,37,2,3,4,3,2,3,4,11,1,17,2,3,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.355491329,1.210034432
454,20,1,3,4,2,4,2,1,13,0,1,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.223988439,-0.454008854
455,42,2,4,3,3,7,4,1,13,2,10,3,10,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.26300578,-0.145843581
456,43,6,4,2,2,3,4,4,14,1,21,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.031791908,2.937776685
457,38,1,1,3,3,4,1,3,17,0,8,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.638728324,-0.507378259
458,43,9,5,4,3,9,3,3,13,1,10,3,8,7,0,0,0,0,1,0,0,1,0,0,0,1,0.284682081,0.245204132
459,48,1,4,4,2,1,1,7,11,1,21,1,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.624277457,2.636497787
460,44,1,4,1,2,5,3,4,11,0,10,4,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0.445086705,0.320462371
461,34,14,3,3,3,8,3,1,18,2,8,3,8,2,0,0,0,0,0,0,1,1,0,0,0,1,-0.867052023,-0.517215937
462,27,2,1,3,3,8,1,0,11,1,5,3,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0.89017341,-0.403590753
463,21,22,1,3,3,8,3,1,11,0,3,3,3,2,0,0,0,0,0,0,1,0,0,1,1,0,0.778901734,-0.303738318
464,22,6,1,1,3,4,3,0,20,0,3,3,2,2,0,0,0,0,1,0,0,0,1,0,1,0,-0.289017341,-0.469503197
465,33,8,4,3,3,2,3,0,12,0,6,3,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0.595375723,0.595671422
466,32,9,4,1,3,4,4,1,12,1,6,2,6,4,0,0,1,0,0,0,0,0,1,0,0,1,-0.228323699,0.403344811
467,30,3,3,3,3,4,3,1,20,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.930635838,-0.639203148
468,53,1,1,4,3,2,1,7,20,0,18,4,14,7,0,0,0,0,1,0,0,0,0,1,1,0,-0.817919075,0.909739302
469,34,1,5,2,3,4,4,1,12,1,10,2,10,9,0,0,1,0,0,0,0,0,1,0,1,0,0.856936416,-0.489670438
470,45,26,4,1,3,2,1,2,14,2,5,3,1,1,1,0,1,0,0,0,0,0,1,0,1,0,-0.719653179,-0.097393015
471,26,6,3,3,3,9,4,1,13,1,3,3,3,2,0,0,1,0,0,0,0,0,1,0,0,1,0.270231214,-0.49754058
472,37,3,3,3,3,6,3,1,15,1,10,3,10,7,0,0,0,0,0,1,0,0,1,0,1,0,-0.465317919,1.168716183
473,29,3,2,2,3,2,3,1,14,1,6,2,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0.537572254,0.216182981
474,35,6,4,2,1,4,4,1,13,0,17,3,17,11,0,0,1,0,0,0,0,0,0,1,1,0,0.307803468,0.483030005
475,33,6,3,3,3,7,4,3,23,1,15,1,13,11,0,0,1,0,0,0,0,1,0,0,1,0,0.710982659,0.748401377
476,54,19,4,3,3,5,2,2,15,1,16,4,9,7,0,0,0,0,1,0,0,0,1,0,1,0,-0.588150289,1.48622725
477,36,9,2,2,2,6,2,2,11,1,13,3,3,2,0,0,0,0,1,0,0,1,0,0,0,1,0.157514451,1.024348254
478,27,3,4,1,2,4,4,0,13,0,5,3,4,2,0,0,0,0,1,0,0,0,0,1,1,0,0.449421965,-0.648548942
479,20,10,1,4,3,4,3,1,11,0,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0.806358382,-0.903344811
480,33,3,3,1,3,4,1,1,11,0,10,3,10,8,1,0,1,0,0,0,0,0,0,1,0,1,0.393063584,-0.328086572
481,35,3,3,3,2,9,3,1,18,2,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.111271676,-0.836448598
482,23,4,3,1,4,4,1,2,16,1,5,4,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0.117052023,-0.458189867
483,25,8,3,4,4,2,2,0,22,1,4,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.00867052,0.041564191
484,38,7,4,4,2,2,4,0,20,0,8,3,7,7,0,0,0,1,0,0,0,0,0,1,1,0,-0.810693642,-0.16084604
485,29,1,4,2,1,4,4,1,18,1,10,3,10,7,0,0,1,0,0,0,0,1,0,0,1,0,0.002890173,-0.482538121
486,48,2,1,2,4,2,2,3,12,0,12,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0.018786127,0.845548451
487,27,3,1,4,4,2,4,1,20,2,6,3,6,5,0,0,0,0,1,0,0,1,0,0,0,1,0.875722543,-0.008607969
488,37,10,2,4,4,4,4,3,17,0,4,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.608381503,-0.000491884
489,50,28,1,4,4,9,3,1,11,3,20,3,20,8,0,0,0,0,1,0,0,0,1,0,0,1,0.582369942,-0.3593212
490,34,9,3,4,2,7,2,1,14,0,9,4,8,7,0,0,0,0,1,0,0,0,0,1,1,0,0.921965318,0.968765371
491,24,3,2,1,3,2,3,9,14,0,4,3,2,2,1,0,1,0,0,0,0,0,0,1,1,0,-0.160404624,-0.025823906
492,39,2,4,4,2,7,3,1,11,0,20,3,20,7,0,0,0,0,0,0,1,0,0,1,1,0,-0.572254335,-0.031726513
493,32,10,3,4,3,2,4,1,12,0,10,2,10,7,0,0,0,1,0,0,0,0,0,1,1,0,0.180635838,0.175602558
494,50,8,2,2,3,2,3,3,14,1,18,3,4,3,1,0,0,0,0,0,1,0,1,0,0,1,-0.349710983,0.519921299
495,38,1,4,2,4,7,4,0,13,0,10,2,9,7,0,0,1,0,0,0,0,0,0,1,1,0,0.033236994,0.723807182
496,27,1,2,3,3,6,1,1,11,0,9,3,9,7,0,0,1,0,0,0,0,0,1,0,1,0,-0.283236994,0.671421545
497,32,3,2,3,3,3,4,3,15,0,10,3,7,7,0,0,1,0,0,0,0,0,0,1,1,0,0.309248555,1.59296606
498,47,14,4,4,3,2,1,2,12,0,20,3,7,7,0,0,0,1,0,0,0,0,0,1,1,0,-0.145953757,0.068371864
499,40,5,4,4,2,2,1,5,21,1,20,3,18,13,0,0,1,0,0,0,0,0,1,0,0,1,-0.323699422,1.424741761
500,53,7,3,3,4,3,3,3,19,0,32,3,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0.239884393,2.491883915
501,60,16,4,1,3,2,1,8,14,0,10,3,2,2,0,0,0,1,0,0,0,0,0,1,1,0,0.541907514,0.177816035
502,27,10,2,4,3,6,1,1,21,2,9,2,9,7,0,0,1,0,0,0,0,1,0,0,1,0,-0.73699422,1.011067388
503,50,8,4,4,3,8,2,7,15,1,4,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,-0.705202312,-0.19847516
504,28,1,2,1,1,4,2,7,13,0,10,3,7,7,1,0,1,0,0,0,0,0,0,1,0,1,-0.216763006,-0.606492868
505,36,8,3,1,4,3,1,9,14,1,10,3,8,7,0,0,1,0,0,0,0,0,1,0,1,0,-0.544797688,1.729217905
506,38,1,3,3,3,6,3,4,14,0,10,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,-0.919075145,0.781849484
507,44,24,3,1,1,9,3,2,14,0,9,3,5,2,0,0,0,0,1,0,0,0,0,1,1,0,-0.611271676,-0.239547467
508,47,3,3,4,3,2,3,9,12,2,28,2,22,2,0,0,0,0,1,0,0,1,0,0,0,1,-0.848265896,2.235120512
509,30,27,5,3,3,2,4,7,23,1,10,2,8,7,0,0,0,1,0,0,0,1,0,0,1,0,-0.437861272,0.152975898
510,29,10,3,3,3,8,3,1,11,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.855491329,-0.501721594
511,42,19,3,3,4,4,3,6,12,0,7,3,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0.186416185,-0.472946385
512,43,15,3,4,2,2,4,3,18,1,7,3,2,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.041907514,0.521888834
513,34,8,2,2,3,7,3,3,11,0,10,3,5,1,0,0,0,0,1,0,0,0,0,1,1,0,0.239884393,0.359075258
514,23,9,1,2,3,9,1,1,14,1,5,4,4,3,0,0,0,0,1,0,0,0,1,0,1,0,-0.222543353,-0.536645352
515,39,3,3,3,4,5,2,9,15,1,12,1,8,3,0,1,0,0,0,0,0,0,1,0,1,0,-0.958092486,0.419822922
516,56,9,3,3,3,7,4,7,11,0,30,2,10,7,0,0,0,0,1,0,0,0,1,0,1,0,0.040462428,1.57919331
517,40,2,1,4,2,4,4,0,20,0,5,2,4,2,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.575504181
518,27,7,3,4,2,7,1,8,19,0,9,1,7,6,0,0,0,0,1,0,0,0,0,1,1,0,0.247109827,0.523610428
519,29,10,3,4,3,8,2,1,14,2,2,3,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0.413294798,-0.586571569
520,53,6,3,4,3,9,4,2,17,0,19,3,2,2,0,0,1,0,0,0,0,0,0,1,1,0,-0.661849711,-0.54894245
521,35,2,4,4,3,7,1,2,11,1,16,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.608381503,0.101082145
522,32,24,4,1,3,9,4,1,15,2,10,3,10,8,0,0,1,0,0,0,0,0,1,0,1,0,-0.540462428,0.154205607
523,38,2,5,4,3,4,3,6,13,1,6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.774566474,-0.399655681
524,34,8,5,2,3,6,1,3,14,1,7,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.920520231,0.107968519
525,52,3,4,3,2,1,1,1,11,0,34,4,34,6,0,0,0,1,0,0,0,0,1,0,1,0,-0.264450867,2.994097393
526,33,1,4,4,3,4,4,1,13,0,10,2,10,9,1,0,0,0,0,1,0,0,0,1,0,1,-0.400289017,-0.490900148
527,25,26,1,3,3,2,4,1,23,0,6,2,6,5,0,0,0,0,1,0,0,0,0,1,1,0,0.11416185,0.368421053
528,45,2,2,2,1,8,3,0,13,0,9,3,8,7,0,0,0,0,0,0,1,0,0,1,1,0,0.216763006,0.479586818
529,23,10,1,1,4,4,3,1,18,0,2,3,2,2,0,0,0,0,1,0,0,0,0,1,1,0,-0.713872832,-0.289473684
530,47,27,2,2,4,2,3,4,12,0,8,3,5,4,1,0,1,0,0,0,0,0,0,1,0,1,-0.12283237,0.421790457
531,34,2,3,4,3,2,4,1,22,0,6,3,6,5,0,0,0,0,0,1,0,0,0,1,1,0,-0.722543353,0.391539597
532,36,8,4,1,2,2,1,1,15,0,10,3,10,7,0,0,1,0,0,0,0,0,0,1,1,0,0.910404624,0.714461387
533,52,19,4,4,3,4,4,0,18,1,5,3,4,3,0,0,0,0,1,0,0,0,1,0,1,0,-0.128612717,-0.10427939
534,26,1,2,1,1,9,4,3,14,1,5,3,2,2,0,0,1,0,0,0,0,1,0,0,1,0,-0.330924855,-0.078209543
535,29,27,3,2,3,7,3,4,12,1,11,2,8,7,0,0,0,0,1,0,0,0,1,0,1,0,-0.212427746,-0.085341859
536,26,8,3,4,2,2,1,6,17,0,6,2,4,3,1,0,0,0,0,0,1,0,0,1,1,0,0.494219653,0.158386621
537,34,1,4,2,4,4,4,2,16,0,10,3,4,2,0,0,1,0,0,0,0,0,0,1,1,0,-0.898843931,-0.344810625
538,54,19,4,4,3,6,1,9,11,2,9,3,5,3,0,0,0,0,1,0,0,1,0,0,0,1,-0.61849711,0.197491392
539,27,8,1,3,3,2,4,0,19,1,5,3,4,2,0,0,0,1,0,0,0,0,1,0,1,0,0.036127168,-0.083620266
540,37,10,1,4,3,4,1,0,13,2,6,2,5,3,0,0,1,0,0,0,0,1,0,0,0,1,-0.336705202,-0.46728972
541,38,2,4,1,4,6,1,6,12,0,17,3,15,7,0,0,1,0,0,0,0,0,0,1,0,1,-0.815028902,0.319232661
542,34,2,4,3,2,4,1,1,11,0,6,3,6,5,0,0,0,0,1,0,0,0,0,1,1,0,-0.98699422,-0.074028529
543,35,8,4,1,3,8,4,1,16,1,3,2,3,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.606936416,-0.518937531
544,30,1,3,4,1,9,3,3,21,2,7,3,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0.169075145,-0.208804722
545,40,2,2,3,4,7,2,1,24,1,8,3,8,7,0,0,0,0,1,0,0,0,1,0,1,0,-0.018786127,-0.107722577
546,34,8,2,3,3,2,1,5,17,1,6,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0.443641618,0.447122479
547,23,6,3,3,4,9,1,1,21,2,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.634393064,-0.757747172
548,24,9,3,3,2,9,2,1,11,3,1,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.416184971,-0.488932612
549,52,11,4,4,3,9,3,8,20,1,9,3,5,2,0,0,1,0,0,0,0,0,1,0,1,0,0.752890173,-0.377029021
550,29,1,2,2,2,9,1,1,11,1,1,3,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0.001445087,-0.581160846
551,33,7,3,3,3,3,3,0,11,0,14,4,13,9,0,0,0,0,1,0,0,0,1,0,1,0,-0.854046243,1.723807182
552,33,16,3,1,3,2,1,5,15,0,6,3,3,2,1,0,0,1,0,0,0,0,0,1,1,0,-0.99132948,0.157894737
553,47,2,2,3,3,1,4,1,11,1,26,2,26,14,0,0,0,0,0,1,0,0,1,0,0,1,-0.869942197,2.968519429
554,36,1,3,3,3,6,2,0,15,1,10,3,9,7,0,0,0,0,0,1,0,0,1,0,1,0,-0.184971098,0.134284309
555,29,23,2,3,4,4,3,1,24,1,10,3,10,7,0,0,1,0,0,0,0,0,1,0,1,0,0.647398844,-0.48745696
556,35,1,4,4,4,4,3,3,13,0,7,3,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0.656069364,-0.5351697
557,42,1,2,4,2,6,4,9,13,1,8,3,4,3,0,0,1,0,0,0,0,0,1,0,0,1,0.184971098,0.339399902
558,28,2,4,3,3,4,3,6,17,0,5,2,2,2,1,0,0,0,1,0,0,0,0,1,1,0,0.124277457,-0.073782587
559,36,13,3,3,3,5,2,4,13,1,8,3,5,2,0,1,0,0,0,0,0,0,1,0,1,0,0.342485549,-0.624446631
560,32,4,3,3,2,6,3,1,12,1,14,3,14,13,0,0,1,0,0,0,0,0,1,0,1,0,0.079479769,0.363994097
561,40,16,4,1,2,9,3,6,14,0,10,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.121387283,0.101328087
562,30,2,3,3,2,6,4,5,24,0,12,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.205202312,0.539842597
563,45,2,3,2,2,4,3,1,14,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.797687861,-0.592228234
564,42,29,3,2,3,6,2,1,13,1,10,2,9,8,0,0,1,0,0,0,0,0,1,0,1,0,0.186416185,-0.060993606
565,38,12,3,1,2,7,1,2,15,1,13,2,4,3,0,0,1,0,0,0,0,1,0,0,1,0,-0.481213873,0.394982784
566,34,16,4,3,2,4,4,1,16,0,6,3,5,2,0,0,1,0,0,0,0,0,0,1,1,0,-0.147398844,-0.523610428
567,49,11,3,3,3,2,4,1,18,2,9,4,9,8,1,0,0,1,0,0,0,0,1,0,1,0,0.549132948,0.730939498
568,55,2,1,3,3,2,4,4,16,0,12,2,9,7,1,0,0,0,1,0,0,0,0,1,1,0,-0.531791908,0.117560256
569,27,5,1,3,2,3,4,1,16,1,9,3,9,8,0,0,0,0,0,0,1,1,0,0,0,1,-0.773121387,1.998524348
570,35,7,3,3,3,6,3,3,21,0,17,4,8,5,0,0,0,0,0,1,0,0,0,1,1,0,0.210982659,1.362272504
571,28,2,4,2,3,2,2,1,20,0,8,3,8,7,0,0,0,1,0,0,0,0,1,0,0,1,-0.063583815,0.02385637
572,34,3,2,3,3,5,4,0,19,1,4,1,3,2,0,1,0,0,0,0,0,0,1,0,1,0,0.036127168,-0.23241515
573,26,5,2,3,2,4,3,1,14,1,8,3,8,7,1,0,0,0,1,0,0,0,1,0,0,1,0.119942197,-0.569601574
574,27,3,3,4,3,4,4,1,11,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-0.521676301,-0.731923266
575,51,26,4,1,3,1,3,2,14,1,29,2,20,6,0,0,0,1,0,0,0,0,1,0,1,0,0.742774566,2.859075258
576,44,4,3,4,3,7,2,9,12,0,10,2,5,2,0,0,0,0,1,0,0,0,0,1,1,0,-0.25867052,0.307673389
577,25,2,1,1,4,4,1,7,13,0,6,2,4,3,0,0,0,0,1,0,0,0,0,1,1,0,-0.901734104,-0.309394983
578,33,1,3,1,4,2,1,1,22,1,9,3,9,8,0,0,0,0,1,0,0,1,0,0,1,0,-0.315028902,-0.158632563
579,35,27,1,3,2,4,1,1,11,0,6,2,6,5,0,0,0,0,1,0,0,0,0,1,1,0,0.778901734,-0.522134776
580,36,1,2,2,3,2,4,1,14,1,18,2,18,14,0,0,1,0,0,0,0,0,1,0,0,1,0.179190751,0.373585834
581,32,13,4,2,3,2,4,2,11,1,8,2,5,2,0,0,1,0,0,0,0,1,0,0,1,0,-0.992774566,-0.068617806
582,30,5,4,2,2,4,4,9,12,1,10,2,5,4,0,0,1,0,0,0,0,1,0,0,1,0,0.300578035,-0.226512543
583,53,7,2,1,2,2,4,7,18,1,35,3,5,2,0,0,0,1,0,0,0,0,1,0,0,1,-0.206647399,1.53762912
584,45,9,3,4,3,2,1,4,12,1,18,3,5,4,0,0,0,1,0,0,0,1,0,0,0,1,0.182080925,1.495081161
585,32,8,2,3,4,4,3,5,12,1,9,2,5,3,0,0,0,0,1,0,0,0,1,0,1,0,-0.239884393,0.121249385
586,52,25,4,3,2,6,4,3,22,0,31,3,9,8,0,0,0,0,1,0,0,0,1,0,1,0,0.124277457,2.248893261
587,37,16,4,4,2,2,3,4,19,2,9,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.667630058,0.406296114
588,28,8,2,2,2,5,4,1,13,1,6,3,5,1,0,0,0,0,1,0,0,1,0,0,1,0,0.527456647,0.062469257
589,22,1,2,4,2,6,4,6,22,2,4,1,2,2,0,0,1,0,0,0,0,0,1,0,1,0,0.615606936,0.022872602
590,44,8,4,1,4,9,4,2,24,1,10,2,3,2,0,0,1,0,0,0,0,0,1,0,0,1,0.26300578,-0.458435809
591,42,2,1,2,3,4,4,5,14,0,8,3,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0.674855491,-0.532956222
592,36,8,3,1,2,5,1,0,21,0,6,3,5,4,0,0,1,0,0,0,0,0,1,0,1,0,0.684971098,-0.575504181
593,25,3,1,3,3,2,1,1,18,0,5,3,5,3,0,0,0,0,0,1,0,0,1,0,0,1,-0.958092486,-0.120019675
594,35,9,3,4,2,6,3,1,20,1,17,3,17,14,0,0,1,0,0,0,0,0,1,0,0,1,-0.284682081,1.476389572
595,35,25,4,4,3,4,2,1,19,1,10,2,10,2,1,0,1,0,0,0,0,1,0,0,0,1,-0.973988439,-0.654205607
596,32,1,3,4,3,9,4,0,12,1,4,3,3,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.728323699,-0.582390556
597,25,4,1,3,2,2,1,1,12,0,5,4,5,2,0,0,0,1,0,0,0,0,1,0,1,0,-0.319364162,-0.104771274
598,49,1,3,3,3,4,1,2,16,1,7,3,4,2,0,0,0,0,0,0,1,0,1,0,1,0,0.887283237,-0.271028037
599,24,4,1,1,2,9,4,0,17,0,6,2,5,2,0,0,1,0,0,0,0,0,1,0,1,0,0.671965318,-0.373831776
600,32,5,2,2,3,2,2,1,14,1,10,3,10,8,0,0,1,0,0,0,0,0,1,0,1,0,-0.61416185,0.453025086
601,38,9,3,2,2,8,2,0,19,1,3,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,-0.591040462,-0.438514511
602,42,3,3,3,4,9,4,2,13,1,17,2,5,3,0,0,1,0,0,0,0,0,1,0,0,1,0.666184971,0.135022135
603,31,11,4,4,3,4,4,3,19,1,8,3,6,4,0,0,1,0,0,0,0,0,1,0,0,1,0.604046243,-0.572060994
604,29,1,3,2,2,8,3,6,19,3,5,3,3,2,1,0,0,0,1,0,0,1,0,0,0,1,-0.669075145,-0.462862764
605,53,8,3,1,3,2,4,5,14,1,28,3,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0.092485549,1.759468765
606,35,25,3,4,2,6,2,3,16,0,16,3,13,10,0,0,0,0,0,0,1,0,1,0,1,0,-0.190751445,1.530004919
607,37,21,2,3,3,8,4,5,15,1,10,3,5,4,0,0,0,0,1,0,0,0,1,0,1,0,0.617052023,-0.420314806
608,53,23,4,4,3,3,4,6,18,0,33,3,12,9,0,0,1,0,0,0,0,0,0,1,1,0,-1.014450867,2.3593212
609,43,1,3,4,3,7,4,4,13,1,12,2,5,2,0,0,1,0,0,0,0,0,1,0,1,0,-0.552023121,0.216428923
610,47,2,2,3,3,2,4,0,22,1,8,3,7,6,0,0,0,1,0,0,0,0,1,0,0,1,-0.802023121,-0.035661584
